timestamp,group,tar,scientific,birdnet,tar_sex,alarm,flock,flock_sex,flock_proximity,aux_response,auxID,tar_add_to_flock
240711-114625,lek,mapy,Machaeropterus pyrocephalus,Machaeropterus pyrocephalus,,0,,,,q,,
240712-060545,pair,haru,Habia rubica,Habia rubica,,1,,,,a,,
240712-060545,pair,haru,Habia rubica,Habia rubica,,0,,,,c,,
240712-060545,pair,daca,Dacnis cayana,Dacnis cayana,,0,,,,c,,
240712-072252,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,,,,a,,
240712-072252,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240712-072252,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240712-072252,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240712-072252,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240712-072252,msf,epam,Epinecrophylla amazonica,Epinecrophylla haematonota,,0,,,,q,,
240712-085331,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,1,,,,a,,
240712-085331,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240712-085331,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240712-085331,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,1,,,,a,,
240712-085331,msf,xiel,Xiphorhynchus elegans,Xiphorhynchus elegans,,0,,,,q,,
240712-085331,msf,glsp,Glyphorynchus spirurus,Glyphorynchus spirurus,,0,,,,q,,
240712-085331,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240712-085331,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240712-095031,solo,lahy,Laniocera hypopyrra,Laniocera hypopyrra,,0,,,,q,,
240712-113734,pair,deme,Dendrocincla merula,Dendrocincla merula,,0,,,,q,,
240712-113734,pair,deme,Dendrocincla merula,Dendrocincla merula,,0,,,,q,,
240712-120045,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240712-120045,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240712-120045,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240712-120045,msf,pher,Philydor erythrocercum,Philydor erythrocercum,,0,,,,q,,
240713-062513,ssf,cace,Cacicus cela,Cacicus cela,,1,,,,a,,
240713-062513,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240713-062513,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240713-062513,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240713-062513,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,q,,
240713-080101,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240713-080101,msf,deme,Dendrocincla merula,Dendrocincla merula,,0,,,,q,,
240713-080101,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,,,,q,,
240713-080101,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240713-080101,msf,auin,Automolus infuscatus,Automolus infuscatus,,0,,,,q,,
240713-080101,msf,livo,Lipaugus vociferans,Lipaugus vociferans,,0,,,,q,,
240713-093519,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240713-093519,msf,haru,Habia rubica,Habia rubica,,0,,,,c,,
240713-093519,msf,haru,Habia rubica,Habia rubica,,0,,,,c,,
240713-093519,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240713-093519,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,1,,,,a,,
240713-093519,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,c,,
240713-101826,msf,myme,Myrmotherula menetriesii,Myrmotherula menetriesii,,0,,,,q,,
240713-101826,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240713-101826,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,c,,
240713-101826,msf,livo,Lipaugus vociferans,Lipaugus vociferans,,0,,,,s,,
240713-101826,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240713-101826,msf,epam,Epinecrophylla amazonica,Epinecrophylla haematonota,,0,,,,c,,
240713-105935,solo,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,c,,
240714-065924,pair,hafo,Hafferia fortis,Hafferia fortis,,0,,,,q,,
240714-065924,pair,hafo,Hafferia fortis,Hafferia fortis,,0,,,,q,,
240714-095216,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,c,,
240714-095216,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240714-095216,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240714-095216,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240714-095216,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240714-095216,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240714-095216,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240714-095216,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240714-095216,msf,epam,Epinecrophylla amazonica,Epinecrophylla haematonota,,0,,,,q,,
240714-110516,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,c,,
240714-110516,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,1,,,,a,,
240714-110516,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240714-110516,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240714-110516,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240714-110516,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240714-110516,msf,xemi,Xenops minutus,Xenops minutus,,0,,,,q,,
240714-110516,msf,sigr,Sittasomus griseicapillus,Sittasomus griseicapillus,,0,,,,q,,
240714-102027,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240714-102027,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240714-102027,msf,sigr,Sittasomus griseicapillus,Sittasomus griseicapillus,,0,,,,q,,
240714-102027,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240714-102027,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240714-102027,msf,myme,Myrmotherula menetriesii,Myrmotherula menetriesii,,0,,,,q,,
240714-102027,msf,xiel,Xiphorhynchus elegans,Xiphorhynchus elegans,,0,,,,q,,
240714-102027,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240714-102027,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240715-072423,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240715-072423,msf,haru,Habia rubica,Habia rubica,,0,,,,c,,
240715-072423,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240715-072423,msf,wipo,Willisornis poecilinotus,Willisornis poecilinotus,,0,,,,q,,
240715-074947,pair,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,q,,
240715-074947,pair,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,q,,
240715-081346,solo,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,q,,
240715-090209,pair,trco,Trogon collaris,Trogon collaris,,0,,,,q,,
240715-090209,pair,trco,Trogon collaris,Trogon collaris,,0,,,,q,,
240715-095829,msf,momo,Monasa morphoeus,Monasa morphoeus,,1,,,,a,,
240715-095829,msf,momo,Monasa morphoeus,Monasa morphoeus,,0,,,,c,,
240715-095829,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240715-095829,msf,haru,Habia rubica,Habia rubica,,0,,,,c,,
240715-095829,msf,haru,Habia rubica,Habia rubica,,0,,,,c,,
240715-095829,msf,haru,Habia rubica,Habia rubica,,0,,,,c,,
240715-095829,msf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240715-095829,msf,cace,Cacicus cela,Cacicus cela,,0,,,,q,,
240715-095829,msf,cace,Cacicus cela,Cacicus cela,,0,,,,q,,
240715-095829,msf,pher,Philydor erythrocercum,Philydor erythrocercum,,0,,,,q,,
240715-103352,msf,momo,Monasa morphoeus,Monasa morphoeus,,0,,,,q,,
240715-103352,msf,momo,Monasa morphoeus,Monasa morphoeus,,0,,,,q,,
240715-103352,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240715-103352,msf,sigr,Sittasomus griseicapillus,Sittasomus griseicapillus,,0,,,,q,,
240715-103352,msf,sigr,Sittasomus griseicapillus,Sittasomus griseicapillus,,0,,,,q,,
240715-103352,msf,sigr,Sittasomus griseicapillus,Sittasomus griseicapillus,,0,,,,q,,
240715-103352,msf,haru,Habia rubica,Habia rubica,,0,,,,c,,
240715-103352,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240715-103352,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240715-103352,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240715-103352,msf,trco,Trogon collaris,Trogon collaris,,0,,,,s,,
240715-103352,msf,trco,Trogon collaris,Trogon collaris,,0,,,,q,,
240715-103856,solo,mymy,Myrmoborus myotherinus,Myrmoborus myotherinus,,0,,,,q,,
240715-113846,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,c,,
240715-113846,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240715-113846,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240715-113846,msf,sigr,Sittasomus griseicapillus,Sittasomus griseicapillus,,0,,,,q,,
240715-113846,msf,xiel,Xiphorhynchus elegans,Xiphorhynchus elegans,,0,,,,q,,
240715-113846,msf,glsp,Glyphorynchus spirurus,Glyphorynchus spirurus,,0,,,,q,,
240715-113846,msf,momo,Monasa morphoeus,Monasa morphoeus,,0,,,,q,,
240715-113846,msf,pher,Philydor erythrocercum,Philydor erythrocercum,,0,,,,q,,
240715-113846,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240715-113846,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240715-113846,msf,xiel,Xiphorhynchus elegans,Xiphorhynchus elegans,,0,,,,q,,
240715-130136,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240715-130136,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240715-130136,msf,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,q,,
240715-130136,msf,pahy,Pachysylvia hypoxantha,Pachysylvia hypoxantha,,0,,,,q,,
240715-130136,msf,pher,Philydor erythrocercum,Philydor erythrocercum,,0,,,,q,,
240715-130136,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240715-130136,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240715-130136,msf,xiel,Xiphorhynchus elegans,Xiphorhynchus elegans,,0,,,,q,,
240715-130136,msf,mymy,Myrmoborus myotherinus,Myrmoborus myotherinus,,0,,,,c,,
240716-085555,msf,caru,Campephilus rubricollis,Campephilus rubricollis,,0,,,,q,,
240716-085555,msf,caru,Campephilus rubricollis,Campephilus rubricollis,,0,,,,q,,
240716-085555,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240716-085555,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240716-085555,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,c,,
240716-085555,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240716-085555,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240716-085555,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240716-085555,msf,epam,Epinecrophylla amazonica,Epinecrophylla haematonota,,0,,,,c,,
240716-102240,ant,onsa,Oneillornis salvini,Gymnopithys salvini,,0,,,,q,,
240716-102240,ant,onsa,Oneillornis salvini,Gymnopithys salvini,,0,,,,q,,
240716-102240,ant,onsa,Oneillornis salvini,Gymnopithys salvini,,0,,,,q,,
240716-102240,ant,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,q,,
240716-102240,ant,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,q,,
240716-102240,ant,wipo,Willisornis poecilinotus,Willisornis poecilinotus,,0,,,,q,,
240716-102240,ant,wipo,Willisornis poecilinotus,Willisornis poecilinotus,,0,,,,q,,
240716-102240,ant,wipo,Willisornis poecilinotus,Willisornis poecilinotus,,0,,,,q,,
240716-102240,ant,wipo,Willisornis poecilinotus,Willisornis poecilinotus,,0,,,,q,,
240716-102240,ant,foco,Formicarius colma,Formicarius colma,,0,,,,q,,
240716-102240,ant,foco,Formicarius colma,Formicarius colma,,0,,,,q,,
240716-102240,ant,peja,Penelope jacquacu,Penelope jacquacu,,0,,,,q,,
240716-102240,ant,peja,Penelope jacquacu,Penelope jacquacu,,0,,,,q,,
240717-065921,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,c,,
240717-065921,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240717-065921,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240717-065921,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,c,,
240717-065921,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,,,,c,,
240717-085644,ssf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240717-085644,ssf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240717-085644,ssf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240720-094018,solo,sygu,Synallaxis gujanensis,Synallaxis gujanensis,,0,,,,q,,
240720-104156,msf,sygu,Synallaxis gujanensis,Synallaxis gujanensis,,0,,,,c,,
240720-104156,msf,sygu,Synallaxis gujanensis,Synallaxis gujanensis,,0,,,,q,,
240720-104156,msf,phge,Pheugopedis genibarbis,Pheugopedis genibarbis,,0,,,,c,,
240720-104156,msf,phge,Pheugopedis genibarbis,Pheugopedis genibarbis,,0,,,,c,,
240720-104156,msf,phge,Pheugopedis genibarbis,Pheugopedis genibarbis,,0,,,,c,,
240720-104156,msf,thdo,Thamnophilus doliatus,Thamnophilus doliatus,,0,,,,q,,
240720-111712,pair,tyme,Tyrannus melancholicus,Tyrannus melancholicus,,0,,,,q,,
240720-111712,pair,tyme,Tyrannus melancholicus,Tyrannus melancholicus,,0,,,,q,,
240720-131431,ssf,cran,Crotophaga ani,Crotophaga ani,,0,,,,c,,
240720-131431,ssf,cran,Crotophaga ani,Crotophaga ani,,0,,,,c,,
240720-131431,ssf,cran,Crotophaga ani,Crotophaga ani,,0,,,,c,,
240720-131431,ssf,cran,Crotophaga ani,Crotophaga ani,,0,,,,q,,
240720-131431,ssf,cran,Crotophaga ani,Crotophaga ani,,0,,,,q,,
240720-131431,ssf,cran,Crotophaga ani,Crotophaga ani,,0,,,,q,,
240720-131431,ssf,cran,Crotophaga ani,Crotophaga ani,,0,,,,q,,
240720-131431,ssf,cran,Crotophaga ani,Crotophaga ani,,0,,,,q,,
240720-131431,ssf,cran,Crotophaga ani,Crotophaga ani,,0,,,,q,,
240720-131431,ssf,cran,Crotophaga ani,Crotophaga ani,,0,,,,q,,
240720-131431,ssf,cran,Crotophaga ani,Crotophaga ani,,0,,,,q,,
240720-131431,ssf,cran,Crotophaga ani,Crotophaga ani,,0,,,,q,,
240723-073654,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,q,,
240723-073654,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,q,,
240723-073654,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,c,,
240723-073654,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,c,,
240723-073654,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,c,,
240723-073654,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,q,,
240723-073654,ssf,gacy,Galbula cyanescens,Galbula cyanescens,,0,,,,q,,
240723-073654,ssf,phge,Pheugopedis genibarbis,Pheugopedis genibarbis,,0,,,,s,,
240723-073654,ssf,tyel,Tyrannulus elatus,Tyrannulus elatus,,0,,,,q,,
240723-073654,ssf,sama,Saltator maximus,Saltator maximus,,0,,,,q,,
240723-083945,pair,chte,Chelidoptera tenebrosa,Chelidoptera tenebrosa,,0,,,,q,,
240723-083945,pair,chte,Chelidoptera tenebrosa,Chelidoptera tenebrosa,,0,,,,q,,
240723-091556,solo,caob,Camptostoma obsoletum,Camptostoma obsoletum,,0,,,,q,,
240723-093426,msf,spca,Sporophila caerulescens,Sporophila caerulescens,,0,,,,q,,
240723-093426,msf,spca,Sporophila caerulescens,Sporophila caerulescens,,0,,,,q,,
240723-093426,msf,spca,Sporophila caerulescens,Sporophila caerulescens,,0,,,,q,,
240723-093426,msf,spca,Sporophila caerulescens,Sporophila caerulescens,,0,,,,q,,
240723-093426,msf,spca,Sporophila caerulescens,Sporophila caerulescens,,0,,,,q,,
240723-093426,msf,voja,Volatinia jacarina,Volatinia jacarina,,0,,,,q,,
240723-093426,msf,voja,Volatinia jacarina,Volatinia jacarina,,0,,,,q,,
240723-093426,msf,amau,Ammodramus aurifrons,Ammodramus aurifrons,,0,,,,s,,
240723-102156,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,1,,,,a,,
240723-102156,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,c,,
240723-102156,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,q,,
240723-102156,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,c,,
240723-102156,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,c,,
240723-102156,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,q,,
240723-102156,ssf,raca,Ramphocelus carbo,Ramphocelus carbo,,0,,,,c,,
240723-130045,solo,pyru,Pyrocephalus rubinus,Pyrocephalus rubinus,,0,,,,q,,
240723-131647,msf,tyme,Tyrannus melancholicus,Tyrannus melancholicus,,1,,,,a,,
240723-131647,msf,thdo,Thamnophilus doliatus,Thamnophilus doliatus,,0,,,,q,,
240723-131647,msf,thdo,Thamnophilus doliatus,Thamnophilus doliatus,,0,,,,q,,
240725-072056,solo,rame,Ramphocaenus melanurus,Ramphocaenus melanurus,,0,,,,q,,
240725-084204,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,c,,
240725-084204,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240725-084204,msf,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,,0,,,,c,,
240725-084204,msf,epam,Epinecrophylla amazonica,Epinecrophylla haematonota,,0,,,,q,,
240725-084204,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240725-084204,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240725-084204,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240725-084204,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240725-084204,msf,pher,Philydor erythrocercum,Philydor erythrocercum,,0,,,,q,,
240725-084204,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240725-100229,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240725-100229,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240725-100229,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240725-100229,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240725-100229,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240725-100229,msf,pahy,Pachysylvia hypoxantha,Pachysylvia hypoxantha,,0,,,,q,,
240726-070721,ant,rhme,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,,0,,,,q,,
240726-070721,ant,rhme,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,,0,,,,q,,
240726-070721,ant,deme,Dendrocincla merula,Dendrocincla merula,,0,,,,q,,
240726-070721,ant,deme,Dendrocincla merula,Dendrocincla merula,,0,,,,q,,
240726-074651,ant,wipo,Willisornis poecilinotus,Willisornis poecilinotus,,0,,,,c,,
240726-074651,ant,wipo,Willisornis poecilinotus,Willisornis poecilinotus,,0,,,,q,,
240726-074651,ant,phni,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,0,,,,c,,
240726-074651,ant,phni,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,0,,,,c,,
240726-074651,ant,onsa,Oneillornis salvini,Gymnopithys salvini,,0,,,,q,,
240726-074651,ant,onsa,Oneillornis salvini,Gymnopithys salvini,,0,,,,q,,
240726-074651,ant,rhme,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,,0,,,,q,,
240726-074651,ant,rhme,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,,0,,,,q,,
240726-102518,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240726-102518,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240726-102518,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240726-102518,msf,haru,Habia rubica,Habia rubica,,1,,,,a,,
240726-102518,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240726-102518,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240726-102518,msf,glsp,Glyphorynchus spirurus,Glyphorynchus spirurus,,0,,,,q,,
240727-063028,pair,thae,Thamnophilus aethiops,Thamnophilus aethiops,,0,,,,q,,
240727-063028,solo,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,q,,
240727-063028,pair,thae,Thamnophilus aethiops,Thamnophilus aethiops,,0,,,,q,,
240727-074353,lek,leco,Lepidothrix coronata,Lepidothrix coronata,,0,,,,c,,
240727-074353,lek,leco,Lepidothrix coronata,Lepidothrix coronata,,0,,,,c,,
240729-072214,ssf,voja,Volatinia jacarina,Volatinia jacarina,,0,,,,q,,
240729-072214,ssf,voja,Volatinia jacarina,Volatinia jacarina,,0,,,,q,,
240729-072214,ssf,voja,Volatinia jacarina,Volatinia jacarina,,0,,,,q,,
240729-074124,solo,voja,Volatinia jacarina,Volatinia jacarina,,0,,,,q,,
240729-075349,pair,amau,Ammodramus aurifrons,Ammodramus aurifrons,,0,,,,q,,
240729-075349,pair,amau,Ammodramus aurifrons,Ammodramus aurifrons,,0,,,,q,,
240729-075349,solo,trae,Troglodytes aedon,Troglodytes aedon,,0,,,,s,,
240729-081543,solo,voja,Volatinia jacarina,Volatinia jacarina,,0,,,,q,,
240729-093719,solo,gacy,Galbula cyanescens,Galbula cyanescens,,0,,,,c,,
240729-095001,pair,amau,Ammodramus aurifrons,Ammodramus aurifrons,,0,,,,q,,
240729-095001,pair,amau,Ammodramus aurifrons,Ammodramus aurifrons,,0,,,,q,,
240730-062833,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240730-062833,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240730-062833,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240730-062833,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240730-062833,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240730-062833,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240730-062833,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240730-062833,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240730-062833,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240730-062833,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240730-062833,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240730-062833,ssf,cace,Cacicus cela,Cacicus cela,,0,,,,c,,
240730-101342,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,1,,,,a,,
240730-101342,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240730-101342,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240730-101342,msf,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
240730-101342,msf,glsp,Glyphorynchus spirurus,Glyphorynchus spirurus,,0,,,,q,,
240730-101342,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240730-101342,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240730-101342,msf,xiel,Xiphorhynchus elegans,Xiphorhynchus elegans,,0,,,,q,,
240730-101342,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,c,,
240730-101342,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240730-120141,ant,onsa,Oneillornis salvini,Gymnopithys salvini,,0,,,,q,,
240730-120141,ant,onsa,Oneillornis salvini,Gymnopithys salvini,,0,,,,q,,
240730-120141,ant,phni,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,0,,,,q,,
240730-120141,ant,phni,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,0,,,,q,,
240730-120141,ant,rhme,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,,0,,,,c,,
240730-120141,ant,ceni,Cercomacroides nigrescens,Cercomacra nigrescens,,0,,,,q,,
240730-120141,ant,wipo,Willisornis poecilinotus,Willisornis poecilinotus,,0,,,,q,,
240731-074210,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240731-074210,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240731-074210,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240731-074210,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240731-074210,msf,glsp,Glyphorynchus spirurus,Glyphorynchus spirurus,,0,,,,q,,
240731-081514,msf,haru,Habia rubica,Habia rubica,,0,,,,q,,
240731-081514,msf,myme,Myrmotherula menetriesii,Myrmotherula menetriesii,,0,,,,q,,
240731-081514,msf,myme,Myrmotherula menetriesii,Myrmotherula menetriesii,,0,,,,q,,
240731-081514,msf,mylo,Myrmotherula longipennis,Myrmotherula longipennis,,0,,,,q,,
240731-081514,msf,glsp,Glyphorynchus spirurus,Glyphorynchus spirurus,,0,,,,q,,
240731-081514,msf,hegr,Hemitriccus griseipectus,Hemitriccus griseipectus,,0,,,,q,,
240731-081514,msf,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,,0,,,,q,,
240731-081514,msf,hafo,Hafferia fortis,Hafferia fortis,,0,,,,q,,
240731-081514,msf,hafo,Hafferia fortis,Hafferia fortis,,0,,,,q,,
240731-081514,msf,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,q,,
240731-081514,msf,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,,0,,,,q,,
240731-103143,solo,leco,Lepidothrix coronata,Lepidothrix coronata,,0,,,,q,,
240731-104722,lek,leco,Lepidothrix coronata,Lepidothrix coronata,,0,,,,q,,
240731-104722,lek,leco,Lepidothrix coronata,Lepidothrix coronata,,0,,,,q,,
240801-063234,pair,myax,Myrmotherula axillaris,Myrmotherula axillaris,,0,,,,q,,
